"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","pred"
-0.734007797106192,-0.0686495273224915,-0.823394435183329,-0.0511496670606063,-0.293932542665793,-0.389272607499494,-0.572715612570714,-1.35444845441959,0.425426260934031,0.554830224333854,1.75760407327841,7,5
2.73226056548329,-1.24177038124714,1.71733829707862,-0.168282954035056,-0.537165030231183,-1.28051959975564,-1.06269542236235,-0.0213069813383953,-2.16213634836263,1.32476385871714,0.214509664783195,7,4
2.73226056548329,-1.24177038124714,1.71733829707862,-0.168282954035056,-0.537165030231183,-1.28051959975564,-1.06269542236235,-0.0213069813383953,-2.16213634836263,1.32476385871714,0.214509664783195,7,4
0.344386804588315,0.489979450736867,0.701045204173841,0.183116906888292,0.0952394374388306,0.947597880884722,0.223501578340698,0.776086049289523,-0.187417514952019,-0.145109443287316,0.118066264252244,5,4
1.3457532204475,-1.13004458563527,1.26565247800983,-0.578249458445629,-0.6101347765008,0.145475587854192,-0.235854493338963,-0.482299827170226,-1.07263630234298,1.74472765928984,0.407396465845096,7,5
-0.0407541245882942,1.3279229178259,-0.145865706580142,3.2871490117112,0.387118422517299,1.12584727933595,1.44845110281979,1.97217559523147,-0.936448796590524,-0.425085310335784,-1.42502814424297,5,3
-0.27183868209426,-1.0183187900234,0.192898657721451,-0.402549527983955,0.022269691169214,1.39322137701279,0.927847554916177,0.65149338825392,0.425426260934031,-0.425085310335784,-1.13569794265012,6,3
0.344386804588315,0.489979450736867,0.588123749406644,0.124550263401068,0.143885934951909,-0.121898509822651,-0.235854493338963,0.900678710325127,-0.187417514952019,-0.425085310335784,0.0216228637212915,6,3
-0.0407541245882942,1.3279229178259,-0.145865706580142,3.2871490117112,0.387118422517299,1.12584727933595,1.44845110281979,1.97217559523147,-0.936448796590524,-0.425085310335784,-1.42502814424297,5,3
1.19169684877686,-1.57694776808276,0.644584476790243,-0.285416241009505,-0.269609293909254,2.46271776772017,0.682857650020358,1.20593072986238,0.697801272438943,1.53474575900349,-0.460594138933464,7,4
1.80792233545943,-1.18590748344121,1.88672047922942,-0.285416241009505,-0.220962796396176,-1.28051959975564,-1.12394289858631,-0.258033037306098,-1.27691756097167,0.624824191095971,0.69672666743795,6,4
0.806555919600247,-0.906592994411529,2.39486702568181,2.29151607242838,-0.050700055100403,-1.28051959975564,-1.12394289858631,1.50495311634796,-0.45979252645693,-0.425085310335784,0.310953065314145,5,5
0.806555919600247,-0.906592994411529,2.39486702568181,2.29151607242838,-0.050700055100403,-1.28051959975564,-1.12394289858631,1.50495311634796,-0.45979252645693,-0.425085310335784,0.310953065314145,5,5
0.267358618752994,-1.29763327905308,2.56424920783261,3.40428229868565,-0.780397517796572,1.79428252352806,7.14446639164758,-1.6160930425943,-2.23023010123886,-0.915043077670603,1.56471727221651,7,3
2.11603507880072,-1.46522197247089,1.88672047922942,-0.636816101932854,-0.853367264066189,-1.28051959975564,-1.12394289858631,-0.650499919568304,-1.20882380809544,-0.915043077670603,1.08250026956175,6,4
0.267358618752994,-1.29763327905308,2.56424920783261,3.40428229868565,-0.780397517796572,1.79428252352806,7.48132751087933,-1.6160930425943,-2.23023010123886,-0.915043077670603,1.56471727221651,7,3
-0.27183868209426,-0.850730096605593,0.418741567255847,-0.402549527983955,-0.220962796396176,1.21497197856156,0.774728864356291,0.682641553512821,0.561613766686487,-0.355091343573667,-1.13569794265012,6,3
0.883584105435568,-0.62727850538185,1.26565247800983,-0.0511496670606063,-0.245286045152715,1.30409667778718,0.437867745124539,0.259026505991782,-0.051230009199563,0.90480005814444,1.27538707062366,6,4
-0.27183868209426,-0.850730096605593,0.418741567255847,-0.402549527983955,-0.220962796396176,1.21497197856156,0.774728864356291,0.682641553512821,0.561613766686487,-0.355091343573667,-1.13569794265012,6,3
