"PC1","PC2","PC3","PC4","PC5","PC6","quality"
-1.28836466494616,1.4552490525493,1.27481358024049,0.0721963692987681,0.930714923987553,0.506883895734452,5
-0.159679350992893,2.61964407251643,-0.650828128824279,0.720515951227746,-0.108315605864083,0.0487306118858237,5
-0.221618613672287,1.75727892074768,0.323102850357316,0.401631273659157,0.212982065516442,-0.0696325797028924,5
2.54064236678958,-0.521034346251856,-0.520666695098766,-1.79329920205355,-0.250163902490732,0.244579445020709,6
-1.28836466494616,1.4552490525493,1.27481358024049,0.0721963692987681,0.930714923987553,0.506883895734452,5
-1.32339625541715,1.4169033056212,0.978657901624804,-0.227411621700435,1.00363354573211,0.48035267265833,5
-1.04285439006836,1.18405120900801,0.699927905059208,-1.80309289443484,-0.192478565015363,0.548697837613089,5
-2.45639656840341,0.123271392538375,1.53652876091609,-1.80225472523799,0.0815316043530157,0.322544036271474,7
-0.796819419023246,0.520512436164639,1.57296766057722,-0.198426668798973,0.504935305350517,0.373362599268755,7
-0.732153843384647,1.78984497779205,0.31536086775768,-1.16061351627588,0.234355010108736,-1.20550142188688,5
-2.87338282681657,1.30761514908479,0.19866199180873,-0.701997080706705,0.439253122769137,-1.28926084137765,5
1.18968449663026,0.0386337523495621,-3.46465103019805,-1.46409449679623,0.652594695474835,-1.09901867961903,7
0.717370527328026,0.0420929905807149,-1.44174862506783,-1.99353175280734,0.2018755078007,-0.489149235878791,6
0.157007806881571,0.925993570512159,-1.49751963029932,0.0675347607761859,0.872201493144432,-0.249609576810308,5
0.982916442208375,-0.229122411553936,0.23826178097598,-0.400397413154694,2.41640566358895,-1.64261245722813,5
0.549975115830472,1.22917634788483,0.475646238863163,-0.742051855030068,-0.558468804303828,-0.184124978734744,5
-0.451221180876553,0.693062854128544,-0.518381099235509,0.261513189524685,0.586545787556461,-0.653444152445959,6
-1.13014592723418,-0.126711943558967,1.18388187849882,-1.65471490666103,0.92062321567848,-0.990623006408974,5
0.00976555820957773,-0.507330247112672,1.76061487933112,-0.785857184102073,0.583565600242557,-0.640928454048001,5
0.982916442208375,-0.229122411553936,0.23826178097598,-0.400397413154694,2.41640566358895,-1.64261245722813,5
-1.39815643151546,1.5839935783708,1.07761111742058,-0.108575285635374,0.725648977410787,0.203824477607805,5
-0.949274946531305,0.636802817505227,1.69697069039056,0.196863932096634,0.507436735214449,-0.087463893785957,6
-1.09436536826403,1.9227887407472,-0.533146217289754,0.0585458207728309,-0.696079814002496,-0.49829468290086,5
-1.09389436874913,1.85620548654393,-0.0251791509600266,1.26083395594681,-0.132477127969335,-1.29082833300111,6
0.243353383970468,1.7734883527466,-1.17491504887518,-0.553229539756217,-0.336383425496679,0.332695653158022,5
-0.667135887162947,0.846636013809013,0.173766851920488,-1.08142058324321,0.696626508702689,-2.48856910149223,5
-0.266136979616454,0.148802964129475,1.58308683839363,1.37520221152772,0.0391673015687294,-0.373405211307773,6
0.50868029995325,-0.853810810483999,0.120063659904738,-0.501597592452093,0.831391552428324,0.518019138037696,7
1.12286410380951,1.66345663800801,0.223483391117812,0.284290134723658,-0.840442581024808,0.0431290637438422,4
-2.16998934787123,0.0587326022584302,2.14899572716025,-0.424790023813277,0.463537448509273,1.468603763764,5
-4.56710030618884,-1.4820930455456,-0.810352539317965,1.39279553077473,-0.734477723996097,-0.203956732495446,4
0.879029220669014,3.10212954240555,-1.56989316725893,-0.0988086551017022,0.444333047261756,-0.873753611225752,5
1.74461821588936,0.100887308829176,0.509398595994542,-1.42867604869419,0.612246042558145,-2.56738788649178,5
-0.938590789350072,-0.6645851665864,1.72900679653662,-1.34441319951718,0.767022061738706,-0.146351004124875,5
-0.810592687201714,0.188822241693176,-0.839545687003359,-2.53585256008617,0.574499368178649,-0.874952300332978,5
0.728759840458502,-0.171522356194743,1.66344644247728,-0.731931265621698,1.21397050595399,0.724172637002279,5
-1.32280479259259,0.0117884866834392,1.27663698092708,0.156499188677723,0.692044001412805,0.192875884990571,6
-1.33395107052178,-0.201762150233092,1.43270088787855,0.011627852111667,0.812110402670994,0.163159038363941,6
1.39154843441195,1.84149149452133,-2.93590742306401,-0.647978459771662,-1.28719936763182,0.123834684656563,5
